history_item_id,text,voice_name,voice_id,tarih,karakter_sayisi,model_id,state
XWPmnOmcNt0Q62HWtIq1,bugün kaç rezervasyon var,"Adam - Dominant, Firm",pNInz6obpgDQGcFmaJgB,2026-06-24 02:53:13,25,eleven_multilingual_v2,created
fADzJ81KLembro0X398t,"Site ayakta, her şey normal.","Adam - Dominant, Firm",pNInz6obpgDQGcFmaJgB,2026-06-24 02:52:55,28,eleven_multilingual_v2,created
CVDfcWoJQVus6cvs6aEc,Seni duydum ama komutu anlayamadım. Site durumu veya rezervasyon sorabilirsin.,"Adam - Dominant, Firm",pNInz6obpgDQGcFmaJgB,2026-06-24 02:51:45,78,eleven_multilingual_v2,created
ftZXTtfSg4JE6bwYJ6f8,site durumu ne,"Adam - Dominant, Firm",pNInz6obpgDQGcFmaJgB,2026-06-24 02:51:39,14,eleven_multilingual_v2,created
c1mKsHM7hO494bYVK720,Seni duydum ama komutu anlayamadım. Site durumu veya rezervasyon sorabilirsin.,"Adam - Dominant, Firm",pNInz6obpgDQGcFmaJgB,2026-06-24 02:50:49,78,eleven_multilingual_v2,created
I0IXvdcglIqYyxMR9RE6,"Merhaba, şu an bir sorun yaşıyorum, lütfen tekrar deneyin.","Adam - Dominant, Firm",pNInz6obpgDQGcFmaJgB,2026-06-24 02:50:31,58,eleven_multilingual_v2,created
3HObBD7uHvsHI2CN9NcC,Вам не нужно мыть волосы перед записью.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:41,39,eleven_multilingual_v2,created
TcUV6faIvlgAFbZjStYC,Вам не нужно мыть волосы перед записью.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:41,39,eleven_multilingual_v2,created
M0S2ivm6JuyCzGkt1bgt,"Ваша запись подтверждена, желаем вам приятного опыта.",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:39,53,eleven_multilingual_v2,created
SVAH10itZhM2dEIAXq7a,"Ваша запись подтверждена, желаем вам приятного опыта.",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:39,53,eleven_multilingual_v2,created
hFqaFfBVYF3Vul1kTW5g,Ваш стилист будет ждать вас в назначенное время.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:37,48,eleven_multilingual_v2,created
vlPDDugwiRDEGeHB6gAD,Ваш стилист будет ждать вас в назначенное время.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:37,48,eleven_multilingual_v2,created
OjjsYjwNpf82PPUE87zg,"Ваша запись принята, готовьтесь к стильному образу!",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:35,51,eleven_multilingual_v2,created
kemc813aKWkuJQuct8ls,"Ваша запись принята, готовьтесь к стильному образу!",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:35,51,eleven_multilingual_v2,created
4yZgG1s0qLOBN6cOEDrh,Хотите воспользоваться нашей услугой коррекции бровей?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:34,54,eleven_multilingual_v2,created
BWJdtiuxulkGytK0BHlz,Хотите воспользоваться нашей услугой коррекции бровей?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:34,54,eleven_multilingual_v2,created
8DCEwRmAALDR7IWnhTAE,Хотите добавить маску для волос?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:32,32,eleven_multilingual_v2,created
nVDDrPsd7ureQcDZDOd5,Хотите добавить маску для волос?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:32,32,eleven_multilingual_v2,created
MJNbnPkQgbrDmw0KDQHc,Вы хотите классическое бритьё опасной бритвой?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:30,46,eleven_multilingual_v2,created
mzPy5CZluTN4gis4RAdV,Вы хотите классическое бритьё опасной бритвой?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:30,46,eleven_multilingual_v2,created
H0dpc0XcbiwzgoMyCoJV,"Вы хотите, чтобы мы подстригли или придали форму вашей бороде?",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:28,62,eleven_multilingual_v2,created
heTmeCPyGDvzjgFwon94,"Вы хотите, чтобы мы подстригли или придали форму вашей бороде?",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:28,62,eleven_multilingual_v2,created
JR4OgjXWoOg7vHnYnNGN,"Стрижка, бритьё или и то, и другое?",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:26,35,eleven_multilingual_v2,created
kkz0YkcZ4joNP4FHLi8Z,"Стрижка, бритьё или и то, и другое?",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:26,35,eleven_multilingual_v2,created
14HbO2WfUZLL4iMDaXKT,"Вы хотите балаяж, омбре или однотонное окрашивание?",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:25,51,eleven_multilingual_v2,created
5fsb2WCZxlUBCUFNxSny,"Вы хотите балаяж, омбре или однотонное окрашивание?",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:25,51,eleven_multilingual_v2,created
dHG2wzF9QPPJVMkuF6Mz,Есть ли у вас фото для ориентира?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:23,33,eleven_multilingual_v2,created
q83BrLtcTfEmaZHgJ6aM,Есть ли у вас фото для ориентира?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:23,33,eleven_multilingual_v2,created
2e0oiVhzUUWcqoE47zVn,Какой оттенок цвета вы рассматриваете?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:21,38,eleven_multilingual_v2,created
ZCYfha94FKroAR0jaMvb,Какой оттенок цвета вы рассматриваете?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:21,38,eleven_multilingual_v2,created
7Xpaxw72nrW24ViaX8XB,Вы ранее делали химическую обработку волос?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:19,43,eleven_multilingual_v2,created
vVSesjusogyJZSr8Adnz,Вы ранее делали химическую обработку волос?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:19,43,eleven_multilingual_v2,created
1jt2PHXY5H0PKgXvcN98,Какова длина и тип ваших волос?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:18,31,eleven_multilingual_v2,created
mDcTb9JgyWYVfmgriKHb,Какова длина и тип ваших волос?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:18,31,eleven_multilingual_v2,created
K16TTaliQ9Dr32mrDhtm,Есть ли у вас предпочтение по конкретному стилисту?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:16,51,eleven_multilingual_v2,created
Y8QBnQGphSPJmwfpc0OM,Есть ли у вас предпочтение по конкретному стилисту?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:16,51,eleven_multilingual_v2,created
ixDKz2i1d9KoykPm7OzU,"Стрижка, окрашивание или уход?",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:14,30,eleven_multilingual_v2,created
wtafDVgbn2X9zK1xs7I1,"Стрижка, окрашивание или уход?",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:14,30,eleven_multilingual_v2,created
kZCPx33nxzE57FApb0ii,Какую из наших услуг вы хотите?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:12,31,eleven_multilingual_v2,created
z6Ibjxb6mke9XB8PBkmJ,Какую из наших услуг вы хотите?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:12,31,eleven_multilingual_v2,created
Wca6qSFX4io29fdrdcvQ,"Здравствуйте, мы здесь ради нового образа!",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:11,42,eleven_multilingual_v2,created
ZNc45ocnNYk4YX5xLUyI,"Здравствуйте, мы здесь ради нового образа!",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:11,42,eleven_multilingual_v2,created
lrMUtFVMEL4Hw5LAR9xl,"Добро пожаловать, спасибо, что доверяете нам свои волосы.",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:09,57,eleven_multilingual_v2,created
qQKhVne2mZ0LJ71MxTKe,"Добро пожаловать, спасибо, что доверяете нам свои волосы.",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:09,57,eleven_multilingual_v2,created
6Aa3ng9W0k4BXH92WCh0,Здравствуйте! Вы пришли по адресу для отличного образа.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:07,55,eleven_multilingual_v2,created
WL2FMw71N4NdUsCbhaPo,Здравствуйте! Вы пришли по адресу для отличного образа.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:07,55,eleven_multilingual_v2,created
2MX3nepKsEEblQOq1zkI,Вам необходимо прийти натощак.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:05,30,eleven_multilingual_v2,created
4HagLGoHwfgRCBgd8lGJ,Вам необходимо прийти натощак.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:05,30,eleven_multilingual_v2,created
4hoU6rAxx2TfIchnR37i,Просим вас принести удостоверение личности и страховую карту.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:03,61,eleven_multilingual_v2,created
6QhqT0lBFHRv6i5nyFSy,Просим вас принести удостоверение личности и страховую карту.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:03,61,eleven_multilingual_v2,created
F9bAh3lmix8wsE4wAmjJ,Для отмены записи позвоните нам за двадцать четыре часа.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:02,56,eleven_multilingual_v2,created
VOXTBt93ViKsW2EMSfPt,Для отмены записи позвоните нам за двадцать четыре часа.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:02,56,eleven_multilingual_v2,created
9BY7GUPXv2wyS1rMXByS,Ваш врач будет ждать вас в назначенное время.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:00,45,eleven_multilingual_v2,created
aLEAiVg6MfltBTJ6vfTP,Ваш врач будет ждать вас в назначенное время.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:15:00,45,eleven_multilingual_v2,created
vCs5ZYfFnQXS9DW1KjHj,"Ваша запись создана, желаем вам здоровья.",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:58,41,eleven_multilingual_v2,created
wagxtbur07LSHlah1AX8,"Ваша запись создана, желаем вам здоровья.",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:58,41,eleven_multilingual_v2,created
2tt5I16AE9BPfPvQk61p,У вас болит зуб?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:56,16,eleven_multilingual_v2,created
M7XcHILXLJInnzppBUX6,У вас болит зуб?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:56,16,eleven_multilingual_v2,created
1T3eIYuWn1y7lEHOXBso,"Вы хотите плановый осмотр, лечение или эстетическую процедуру?",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:54,62,eleven_multilingual_v2,created
hQ3jcAgh2vHYKvu4AYu6,"Вы хотите плановый осмотр, лечение или эстетическую процедуру?",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:54,62,eleven_multilingual_v2,created
IcxcDXzRQx5rAzvJqxWV,"Первый сеанс является ознакомительным, ваша запись продлится шестьдесят минут.",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:53,78,eleven_multilingual_v2,created
coHyq2cgtkI10vgOCnFs,"Первый сеанс является ознакомительным, ваша запись продлится шестьдесят минут.",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:53,78,eleven_multilingual_v2,created
89sI3MghW0wS39Y24iRz,Информация о вашем сеансе строго конфиденциальна.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:51,49,eleven_multilingual_v2,created
YGyZkqDjGyiueCKUejio,Информация о вашем сеансе строго конфиденциальна.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:51,49,eleven_multilingual_v2,created
hNnerNcW6bGeCQ3tuj6z,У нас также есть возможность проведения онлайн-сеансов.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:49,55,eleven_multilingual_v2,created
vPwsq68jUNxvIPhqIBIs,У нас также есть возможность проведения онлайн-сеансов.,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:49,55,eleven_multilingual_v2,created
44OGecxICV6JfEkgL4Ze,"Вы предпочитаете индивидуальную, семейную или парную терапию?",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:47,61,eleven_multilingual_v2,created
Fe5g0l7qf7kXAAvRdbT6,"Вы предпочитаете индивидуальную, семейную или парную терапию?",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:47,61,eleven_multilingual_v2,created
LMl60unNGEG5ZbFtuj9b,Вы предпочитаете срочную или обычную запись?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:45,44,eleven_multilingual_v2,created
ZV94x6oRDEeCsnMK3P4N,Вы предпочитаете срочную или обычную запись?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:45,44,eleven_multilingual_v2,created
PSKTU5W8LIo7R4Nlb5wL,Вы принимаете какие-либо лекарства?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:44,35,eleven_multilingual_v2,created
WQ8Xo1a62nhTU99MQkIJ,Вы принимаете какие-либо лекарства?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:44,35,eleven_multilingual_v2,created
KsCXeQFIAWOWCEMuspc5,Есть ли у вас хроническое заболевание или текущее лечение?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:42,58,eleven_multilingual_v2,created
USm7ilYrd7iDevsXAgCM,Есть ли у вас хроническое заболевание или текущее лечение?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:42,58,eleven_multilingual_v2,created
DowYdfGv0pYs2mri6hit,Не могли бы вы кратко описать вашу жалобу?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:40,42,eleven_multilingual_v2,created
ugboESE15bqIuPKOTJKs,Не могли бы вы кратко описать вашу жалобу?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:40,42,eleven_multilingual_v2,created
jzBRfpgNU8OLRLWQQv4g,Вы хотите воспользоваться государственным или частным страхованием?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:38,67,eleven_multilingual_v2,created
u5Jjh1GiWsqPyxtRrkFI,Вы хотите воспользоваться государственным или частным страхованием?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:38,67,eleven_multilingual_v2,created
2QkOcmxfnxRpwvDMyZvA,Не могли бы вы поделиться информацией о страховке?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:36,50,eleven_multilingual_v2,created
WCBppY2JnNdAj0paMTXw,Не могли бы вы поделиться информацией о страховке?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:36,50,eleven_multilingual_v2,created
Kra8NwBHgjILHn84ZMZ2,Можете ли вы сообщить мне свой номер удостоверения личности?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:35,60,eleven_multilingual_v2,created
bRIubI79gBqpuimyU1Ow,Можете ли вы сообщить мне свой номер удостоверения личности?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:35,60,eleven_multilingual_v2,created
93IMz01kjg6rovVdy7HM,Вы ранее обращались в нашу клинику?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:33,35,eleven_multilingual_v2,created
Y2BjxxnHl49KDWaGUHM7,Вы ранее обращались в нашу клинику?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:33,35,eleven_multilingual_v2,created
xWPUlOJVbmIHuiANG2GQ,К какому специалисту вы хотите записаться?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:31,42,eleven_multilingual_v2,created
xotzu3uK8csbbQ8yNWaV,К какому специалисту вы хотите записаться?,Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:31,42,eleven_multilingual_v2,created
NEBhxGwgJjSTziJA6Mr4,"Здравствуйте, вы говорите с нашим центром записи.",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:29,49,eleven_multilingual_v2,created
eXBzH7w9f3ifXJDeMyzh,"Здравствуйте, вы говорите с нашим центром записи.",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:29,49,eleven_multilingual_v2,created
4CsMtiGMNEoGZ6hLsrFg,"Добро пожаловать, вы сделали правильный шаг для своего здоровья.",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:27,64,eleven_multilingual_v2,created
Fq7OnUJovMTt56IpeOol,"Добро пожаловать, вы сделали правильный шаг для своего здоровья.",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:27,64,eleven_multilingual_v2,created
L5gM2LpsbFdbkhjJFKQ0,"Здравствуйте, спасибо, что позвонили в нашу клинику.",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:26,52,eleven_multilingual_v2,created
UXcqQyLnZr7ey13H5zYq,"Здравствуйте, спасибо, что позвонили в нашу клинику.",Alisa Natural Russian Female,t6lBrEl93uCiLR1Lgm8v,2026-05-17 04:14:26,52,eleven_multilingual_v2,created
